source,target,closeness_centrality,length,link_category,betweenness_centrality,link_type,degree_centrality,maxflow,katz_centrality,id,eigenvector_centrality
P_B138,P_B139,0.0006430816504887613,186.415,Power line,0.015041154808277479,Power,0.006535947712418301,1.5245781904842228,-0.026523611599797672,P_L126,2.9882103066494166e-18
P_B139,P_B140,0.0006433173795308016,199.133,Power line,0.015441135357137648,Power,0.005718954248366014,1.4820144904511392,-0.027715524398937104,P_L127,-1.2157604967114686e-18
P_B140,P_B51,0.0006504608231925375,95.587,Power line,0.01582367032913426,Power,0.005718954248366014,1.459418162726833,-0.011256469832879104,P_L382,-3.654334926755915e-17
P_B169,P_B170,0.0007955774837174317,207.319,Power line,0.008948936426784257,Power,0.006535947712418301,0.12408972114873956,-0.02620843545072927,P_L128,-4.026715428978045e-18
P_B169,P_B284S,0.0008242579018298856,117.494,Power line,0.01029477322341697,Power,0.004901960784313725,0.08408434324422892,-0.03466263590107441,P_L284S,-3.1677460542100734e-18
P_B170,P_B171,0.0007723008714213017,207.123,Power line,0.008738049703931052,Power,0.006535947712418301,0.16410978711498342,-0.026663637687852605,P_L129,-1.1770399021079406e-17
P_B171,P_B172,0.0007614376146073922,181.609,Power line,0.008921378284386671,Power,0.007352941176470588,0.20414448354207612,-0.022838916915678763,P_L130,-1.5349309445056916e-17
P_B172,P_B173,0.0007450708237546706,188.312,Power line,0.021858920855125905,Power,0.007352941176470588,0.969127030065911,-0.025623046337134088,P_L131,-9.318910624240262e-18
P_B172,P_B180,0.0007671784614970887,193.713,Power line,0.018613687662565027,Power,0.00980392156862745,0.7249357162844363,-0.02230472982077925,P_L825,-1.2226225325496858e-17
P_B173,P_B174,0.0007211392318945082,186.45,Power line,0.020587615824324522,Power,0.006535947712418301,1.0102184213537373,-0.027461917225679085,P_L132,-1.1949470310726552e-17
P_B174,P_B175,0.0007032377718102384,197.597,Power line,0.019698556465229323,Power,0.006535947712418301,1.0513893387276407,-0.028941642479161395,P_L133,-1.765961757958771e-17
P_B175,P_B176,0.0006941102601714677,180.079,Power line,0.019253767587764273,Power,0.007352941176470588,1.0927297098814097,-0.023936741876729273,P_L134,-4.540700943421322e-17
P_B176,P_B185,0.0006956216935500136,197.45,Power line,0.09518431005214587,Power,0.008169934640522876,3.04011891249629,-0.020902202534755387,P_L603,-5.3733608472283297e-17
P_B177,P_B178,0.0008173623221274142,181.609,Power line,0.023037661679255035,Power,0.00980392156862745,0.07710051221436294,-0.0281168707915823,P_L135,1.04033762739728e-17
P_B177,P_B286S,0.0008440316433395312,109.524,Power line,0.025579301707662233,Power,0.006535947712418301,0.1571174720929894,-0.03904248650786599,P_L286S,1.0769918744835848e-17
P_B178,P_B179,0.0007940489131353552,224.627,Power line,0.02206423845579899,Power,0.00980392156862745,0.0029063549004996157,-0.029184634604027343,P_L136,2.6293289526764812e-18
P_B179,P_B180,0.0007798125950375079,157.713,Power line,0.022323241796718688,Power,0.010620915032679739,0.08290666225855067,-0.02588989351130466,P_L137,-7.158580548506556e-18
P_B180,P_B181,0.0007709800343133589,215.069,Power line,0.014112736240329465,Power,0.011437908496732027,0.561392477892891,-0.025038202480527474,P_L138,-2.642892832092623e-17
P_B181,P_B182,0.0007534512938452604,180.044,Power line,0.04881489021389806,Power,0.010620915032679739,0.5462750890778614,-0.02817191248853053,P_L139,-2.428432612543932e-17
P_B181,P_B190,0.0007717032396094515,175.584,Power line,0.05540480059211185,Power,0.012254901960784315,1.0272481579450294,-0.025200878692404734,P_L826,-2.558540867237969e-17
P_B182,P_B183,0.0007295006351586821,192.866,Power line,0.0467183891785881,Power,0.00980392156862745,0.6266076574641469,-0.028661983845586436,P_L140,-1.3295012034604122e-17
P_B183,P_B184,0.0007113905835104926,170.487,Power line,0.04531693178573513,Power,0.008986928104575163,0.7070760520449302,-0.028470896672068598,P_L141,-1.6260245249717695e-17
P_B184,P_B185,0.0007012920455822119,127.455,Power line,0.04468153309500884,Power,0.008169934640522876,0.7676027559903312,-0.02829122131689727,P_L142,-3.113049017924983e-17
P_B185,P_B195,0.0006993025413934182,165.594,Power line,0.05802633846507353,Power,0.008169934640522876,2.220905037602034,-0.02570295906451623,P_L604,-3.5201683247068573e-17
P_B186,P_B187,0.0008278675152569333,189.581,Power line,0.01369347494857318,Power,0.00980392156862745,0.15642947515951675,-0.02974245599910938,P_L143,-1.072976885819815e-17
P_B186,P_B287S,0.000856118755189669,93.301,Power line,0.01644228768981551,Power,0.006535947712418301,0.2364620466441774,-0.04124860180636836,P_L287S,-8.718937868574322e-18
P_B187,P_B188,0.0008027371631217602,199.139,Power line,0.012600325286364546,Power,0.00980392156862745,0.07640061805903896,-0.029663927374497245,P_L144,-7.508482874711192e-18
P_B188,P_B189,0.0007870495770357165,180.023,Power line,0.012603596451601475,Power,0.00980392156862745,0.0036067624943713805,-0.031092665473450805,P_L145,-1.1830348781988268e-17
P_B189,P_B190,0.0007791097410265225,186.395,Power line,0.013170429630185408,Power,0.011437908496732027,0.08360707386035113,-0.027837032245118902,P_L146,-1.4784723624929798e-17
P_B190,P_B191,0.0007627057034669245,165.686,Power line,0.01578875039599173,Power,0.010620915032679739,0.22398706927711318,-0.0273835754304601,P_L147,-1.462218280009311e-17
P_B190,P_B204,0.0007822145663309535,206.146,Power line,0.06506748044269792,Power,0.013071895424836602,1.0864724142984257,-0.024462073221082438,P_L827,-2.182296665270165e-17
P_B191,P_B192,0.0007405489481387712,129.048,Power line,0.014100185647175538,Power,0.008169934640522876,0.28403884846155825,-0.03104118405915439,P_L148,-6.161127834750144e-18
P_B192,P_B193,0.000723925999633907,170.465,Power line,0.012506325446845405,Power,0.008986928104575163,0.34410364999803744,-0.03125200801829721,P_L149,-1.6432542694217595e-19
P_B193,P_B194,0.0007091882106975149,153.067,Power line,0.01121368111046502,Power,0.008986928104575163,0.4242291313732615,-0.030725266327888096,P_L150,2.0142651134781222e-18
P_B194,P_B195,0.0007016288668731073,109.933,Power line,0.010575213483831033,Power,0.008169934640522876,0.48440027819027065,-0.0272329997868154,P_L151,-1.2589086487084138e-17
P_B195,P_B209,0.0007012449676562604,211.877,Power line,0.05396228152719421,Power,0.008169934640522876,1.6913185817671132,-0.024712144452856296,P_L605,-1.390299749153809e-17
